,Index,Instance,DominantPairs,SmallerBetterPairs,CapacityFraction,CapFracDistanceFromOneHalf,CorrelationCoefficient,ApproximationGap,CoeffVarWeights,CoeffVarProfits,CoeffVarEffics,PossibleItemFixProportion,SubsetSumLikeness,ModBalasZemelMeasure,MaxCardinality,MinCardinality,CardinalityGap,FirstWeight,FirstProfit,PolyfitLinear,PolyfitQuadratic,PolyfitCubic,BeforeAfterSplitRatio,EvenOddLikeness,GreedyUnusedCapacity,ReducedDominantPairs,ReducedSmallerBetterPairs,ReducedCapacityFraction,ReducedCapFracDistanceFromOneHalf,ReducedCorrelationCoefficient,ReducedApproximationGap,ReducedCoeffVarWeights,ReducedCoeffVarProfits,ReducedCoeffVarEffics,ReducedSubsetLikeness,ReducedModBalasZemelMeasure,ReducedMaxCardinality,ReducedMinCardinality,ReducedCardinalityGap,ReducedFirstWeight,ReducedFirstProfit,ReducedPolyfitLinear,ReducedPolyfitQuadratic,ReducedPolyfitCubic,ReducedBeforeAfterSplitRatio,ReducedGreedyUnusedCapacity,algo_Expknap,algo_Minknap,algo_Combo,Source,Label,X
320,345,14_knapPI_16_1000_1000_1_new,0.492282282,0.849131131,0.001922678,0.996154643,0.032491049,0.147671615,0.335294371,0.204117085,0.525263928,0.983,0.001,2.33E-05,0.049,0,0.049,0.001,0,0.001055668,0.00454535,0.004559749,0.015727787,0.01,0.057141828,0.117647059,0.75,0.583061889,0.166123779,0.978207275,0.154780239,0.325739718,0.302523091,0.049241947,0.058823529,0.002775931,0.764705882,0.352941176,0.411764706,0.079365079,0.093551317,0.956889472,0.957161529,0.964107611,0.721142062,0.057141828,3.13E-05,0.000222977,0.000206176,Pisinger_small_coff,0,0
321,346,14_knapPI_16_100_1000_1_new,0.448686869,0.85030303,0.017063941,0.965872118,0.184269748,0.222202949,0.283729902,0.17040891,0.185984363,0.91,0.01,0.00016253,0.1,0,0.1,0.017034068,0,0.03395534,0.049056666,0.05037279,0.030224067,0.1,0.284900065,0.222222222,0.611111111,0.264150943,0.471698113,0.834974035,0.226325088,0.181212167,0.172263956,0.023387358,0.111111111,0.003234141,0.444444444,0.111111111,0.333333333,0.33976834,0.34540636,0.697181639,0.698245188,0.795865514,0.121118942,0.101003077,3.19E-06,0.000190864,0.00019099,Pisinger_small_coff,0,0
322,347,14_knapPI_16_200_1000_1_new,0.475477387,0.851658291,0.009017175,0.981965651,0.094824289,0.303750528,0.307170618,0.179906663,0.218954492,0.915,0.005,0.000140059,0.07,0,0.07,0.012024048,0,0.008991646,0.012680694,0.015112493,0.023737671,0.05,0.290053933,0.169117647,0.661764706,0.222016651,0.555966698,0.813654691,0.310207581,0.203976783,0.15934699,0.083771872,0.058823529,0.002581333,0.352941176,0.117647059,0.235294118,0.082926829,0.346324181,0.662033957,0.666441706,0.693090836,0.197431543,0.290053933,6.15E-06,0.00019037,0.00019086,Pisinger_small_coff,0,0
323,348,14_knapPI_16_20_1000_1_new,0.431578947,0.715789474,0.078897882,0.842204235,0.24978384,0.320586612,0.244040981,0.19507975,0.123629682,0.55,0.05,0.000883355,0.2,0,0.2,0.126252505,0,0.062391966,0.081993602,0.370228022,0.067193095,0.5,0.691571771,0.194444444,0.333333333,0.144123233,0.711753535,0.904785554,0.32114367,0.092468894,0.172629195,0.023402315,0.111111111,0.002897496,0.222222222,0.111111111,0.111111111,0.653784219,0.403996525,0.818636898,0.852279179,0.905793139,0.045167235,0.691571771,1.13E-06,0.000186666,0.000187181,Pisinger_small_coff,0,0
324,349,14_knapPI_1_1000_1000_1_new,0.506822823,0.748500501,0.001242055,0.997515891,-0.018125471,0.068679245,0.332644045,0.336022634,0.414285138,0.988,0.001,1.02E-05,0.035,0,0.035,0.001,0,0.000328533,0.000330137,0.002279887,0.009796255,0.01,0.025451223,0.03030303,0.515151515,0.384615385,0.230769231,0.99339123,0.073690177,0.358454184,0.356440998,0.069448654,0.083333333,0.002756208,0.666666667,0.166666667,0.5,0.018518519,0.055793991,0.986826135,0.98741516,0.987613732,0.378881058,0.025451223,1.04E-05,0.000196591,0.000197124,Pisigner_hard,0,0
325,350,14_knapPI_1_100_1000000_1_new,0.526868687,0.756565657,0.010177349,0.979645302,-0.069902122,0.056044255,0.327324431,0.338604734,0.582352105,0.97,0.01,2.61E-05,0.12,0,0.12,0.000976348,0,0.004886307,0.008369869,0.011040477,0.039583424,0.1,0.993510065,0,0.333333333,0.834567595,0.669135189,0.999090004,0.11596816,0.198865617,0.204438423,0.002630417,0.333333333,0.008614511,1,0.666666667,0.333333333,0.505218348,0.493902115,0.998180835,1,1,0.75,0.004485669,2.15E-06,0.000186924,0.000188345,Pisinger_large_coff,0,0
326,351,14_knapPI_1_2000_100000_1_new,0.509756878,0.756866433,0.00029864,0.99940272,-0.030698471,0.018244308,0.327219992,0.328983229,0.888341062,0.9975,0.0005,1.44E-06,0.017,0,0.017,4.01E-05,0,0.000942396,0.001527258,0.002855989,0.004584393,0.005,0.284900065,0,0.2,0.388994987,0.222010026,0.999744335,0.018693583,0.35760528,0.363510415,0.002888481,0.2,0.003163032,0.8,0.2,0.6,0.080780882,0.077135127,0.999488735,0.999778134,0.999783793,0.102416382,0.000596831,1.07E-05,0.000208372,0.000200627,Pisinger_large_coff,0,0
327,352,14_knapPI_1_200_10000_1_new,0.515326633,0.768894472,0.009740575,0.980518849,-0.043221362,0.316177858,0.346215417,0.315853901,0.380114775,0.905,0.005,0.000123451,0.09,0,0.09,0.003109016,0,0.001868086,0.002027236,0.002638303,0.030224067,0.05,0.865427228,0.339181287,0.67251462,0.395393276,0.209213448,0.575360868,0.327584128,0.21332188,0.194958739,0.219188425,0.052631579,0.002631686,0.526315789,0.263157895,0.263157895,0.01864101,0.279428631,0.331040128,0.335946905,0.336141023,0.464776713,0.548424755,2.06E-06,0.000190086,0.000195953,Pisigner_hard,0,0
328,353,14_knapPI_1_500_10000000_1_new,0.491374749,0.751847695,0.001813817,0.996372367,0.027374491,0.118821553,0.334883405,0.338399261,0.448542168,0.982,0.002,2.33E-05,0.046,0,0.046,0.002667171,0,0.000749363,0.012944099,0.012946534,0.013083294,0.02,0.969889517,0.055555556,0.583333333,0.459860846,0.080278307,0.981411585,0.135272798,0.278199236,0.257955719,0.015238296,0.111111111,0.00332723,0.666666667,0.222222222,0.444444444,0.116642677,0.099199345,0.963168698,0.975928521,0.980393956,0.42202087,0.10323893,4.67E-06,0.000188502,0.000200606,Pisinger_large_coff,0,0
329,354,14_knapPI_1_50_10000_1_new,0.472653061,0.740408163,0.040864782,0.918270436,0.105395652,0.42694425,0.354619968,0.339292715,0.31791522,0.8,0.02,0.00037409,0.18,0,0.18,0.016198927,0,0.011108243,0.028919396,0.048931844,0.061130783,0.2,0.797060054,0.333333333,0.488888889,0.353166877,0.293666247,0.586420341,0.449916793,0.184167546,0.320072939,0.062603567,0.1,0.002710546,0.5,0.2,0.3,0.370384918,0.17790302,0.343888816,0.874944075,0.888806462,0.204832765,0.13568991,1.15E-06,0.00018777,0.000190054,Pisigner_hard,0,0
330,355,14_knapPI_2_1000_1000_1_new,0.488620621,0.735285285,0.001336059,0.997327882,0.036684387,0.158943466,0.332644045,0.337525845,0.574106088,0.974,0.001,2.54E-05,0.036,0,0.036,0.001,0,0.001345744,0.001732673,0.002241574,0.010878152,0.01,0.050821347,0.067692308,0.698461538,0.471774194,0.056451613,0.96461829,0.161639962,0.333625689,0.295879111,0.096401401,0.038461538,0.002550183,0.692307692,0.269230769,0.423076923,0.030769231,0.062205467,0.930488446,0.930652947,0.931758138,0.611017258,0.050821347,8.57E-06,0.000192786,0.000195707,Pisigner_hard,0,0
331,356,14_knapPI_2_100_1000000_1_new,0.537575758,0.754343434,0.001824894,0.996350212,-0.093709425,0.362716843,0.327324431,0.336228002,0.582148697,0.93,0.01,7.56E-05,0.05,0,0.05,0.000976348,0,0.008781456,0.010327906,0.010399416,0.01383085,0.1,0.997775233,0.285714286,0.80952381,0.231762208,0.536475584,0.864707936,0.523372059,0.297558596,0.227237307,0.194654511,0.142857143,0.002553838,0.428571429,0.142857143,0.285714286,0.013916154,0.171542965,0.747719815,0.842126595,0.843826216,0.187167042,0.997775233,1.64E-06,0.000195227,0.000185795,Pisinger_large_coff,0,0
332,357,14_knapPI_2_2000_1000000_1_new,0.496315658,0.742722861,9.48E-05,0.999810407,0.013785553,0.416151983,0.333539905,0.338331598,0.63683077,0.9895,0.0005,1.71E-05,0.011,0,0.011,0.000736204,0,0.000190041,0.000270517,0.000761519,0.003247947,0.005,0.987017509,0.252380952,0.823809524,0.420875051,0.158249898,0.687691983,0.476423433,0.36581408,0.217080059,0.116259772,0.047619048,0.00257003,0.666666667,0.238095238,0.428571429,0.042335528,0.130450655,0.472920263,0.489413321,0.498770332,0.602416382,0.679546213,1.27E-05,0.000215404,0.000201069,Pisinger_large_coff,0,0
333,358,14_knapPI_2_200_10000_1_new,0.493165829,0.729396985,0.009410524,0.981178953,0.023016819,0.10275328,0.346215417,0.360479548,0.547412693,0.98,0.005,4.11E-05,0.09,0,0.09,0.003109016,0,0.000529774,0.008603694,0.008615253,0.025851953,0.05,0.462989807,0,0.666666667,0.653655998,0.307311996,0.98722481,0.111320364,0.250047032,0.232258936,0.013082661,0.25,0.004948631,1,0.5,0.5,0.319014085,0.376296445,0.974612826,0.97999834,1,0.5,0.005447863,4.89E-06,0.000188987,0.00018996,Pisigner_hard,0,0
334,359,14_knapPI_2_500_10000000_1_new,0.497234469,0.757498998,4.00E-10,0.999999999,0.009018851,1.47E-05,0.334883405,0.335868713,0.386559814,0.998,0.002,2.56E-10,0.002,0,0.002,0.002667171,0,8.13E-05,0.010762748,0.011040166,0,0.02,0.000172059,0,0,1.82E-05,0.999963621,0,1.82E-05,0,0,0,0,0.999999968,1,0,1,1,1,1,1,1,0,0,1.27E-06,0.000196266,0.00019406,Pisinger_large_coff,0,0
335,360,14_knapPI_2_50_1000_1_new,0.506938776,0.73877551,0.023492175,0.95301565,-0.020197448,0.654380464,0.287898093,0.30442059,0.202633177,0.72,0.02,0.000531252,0.12,0,0.12,0.01928934,0,0.000407937,0.002195949,0.045156042,0.030224067,0.2,0.493569716,0.21978022,0.736263736,0.186124269,0.627751463,0.771680817,0.662466915,0.295492734,0.210759089,0.131391921,0.071428571,0.002850929,0.428571429,0.071428571,0.357142857,0.042792793,0.238593156,0.595491283,0.595499139,0.595942528,0.187167042,0.123215506,3.35E-06,0.000190007,0.000189399,Pisigner_hard,0,0
336,361,14_knapPI_3_1000_100000_1_new,0.500392392,0.78823023,0.001584339,0.996831323,-0.000903714,0.138411136,0.328076956,0.281331342,0.537387376,0.988,0.001,2.62E-05,0.037,0,0.037,0.000700631,0,8.17E-07,0.00134292,0.002557841,0.011241819,0.01,0.918618481,0.075757576,0.575757576,0.531916579,0.063833158,0.974205126,0.139440031,0.280706026,0.258523989,0.020478332,0.083333333,0.002604625,0.75,0.333333333,0.416666667,0.201541119,0.273219736,0.949075628,0.949308805,0.954259439,0.5,0.079470133,3.21E-05,0.000233162,0.000208519,Pisinger_large_coff,0,0
337,362,14_knapPI_3_100_10000_1_new,0.521818182,0.794747475,0.019809369,0.960381261,-0.057428148,0.473602293,0.339893785,0.297955494,0.294537081,0.82,0.01,0.000257326,0.12,0,0.12,0.015741675,0,0.003297992,0.003611664,0.006994348,0.03479717,0.1,0.900868755,0.326797386,0.647058824,0.346299924,0.307400152,0.583435723,0.48389221,0.262156347,0.241194277,0.144285668,0.055555556,0.002650312,0.555555556,0.222222222,0.333333333,0.068769163,0.145158269,0.340397242,0.357681902,0.435764659,0.334750659,0.643038904,2.22E-06,0.000188976,0.000189526,Pisigner_hard,0,0
338,363,14_knapPI_3_2000_10000_1_new,0.493107554,0.790222611,0.001009416,0.997981168,0.020892324,0.258884134,0.341980047,0.292247302,0.819541642,0.9645,0.0005,3.44E-05,0.033,0,0.033,0.000100231,0,0.000436489,0.001084051,0.001086585,0.009438628,0.005,0.577791862,0.181891348,0.60362173,0.323480571,0.353038858,0.861226987,0.260450109,0.311156942,0.302093304,0.175150763,0.014084507,0.002624605,0.563380282,0.169014085,0.394366197,0.013400335,0.09779122,0.741711923,0.744174496,0.747718408,0.388131648,0.577791862,2.61E-05,0.000247525,0.000205834,Pisigner_hard,0,0
339,364,14_knapPI_3_200_10000000_1_new,0.510050251,0.781055276,0.001110085,0.997779831,-0.031705073,0.454586858,0.355768812,0.305206946,0.720107582,0.94,0.005,3.98E-05,0.04,0,0.04,0.000138884,0,0.001005212,0.021928697,0.037208572,0.010155379,0.05,0.779499435,0.287878788,0.742424242,0.417372071,0.165255859,0.574939013,0.469234444,0.305372276,0.219892159,0.335978363,0.083333333,0.002659131,0.666666667,0.25,0.416666667,0.004005139,0.292390054,0.330554869,0.331067165,0.33106877,0.5,0.519922038,1.36E-05,0.00019019,0.000195842,Pisinger_large_coff,0,0
340,365,14_knapPI_3_500_1000_1_new,0.490356713,0.773531062,0.003300807,0.993398386,0.03120247,0.342978471,0.319095701,0.276306077,0.590137631,0.942,0.002,8.21E-05,0.056,0,0.056,0.001002004,0,0.000973594,0.002898335,0.003396284,0.016885553,0.02,0.063451035,0.179802956,0.694581281,0.406626506,0.186746988,0.810351004,0.36848372,0.27503243,0.25658579,0.043259957,0.034482759,0.002662658,0.620689655,0.24137931,0.379310345,0.107142857,0.143835616,0.65666875,0.672580721,0.674923818,0.477302129,0.063451035,1.01E-05,0.000191898,0.000196653,Pisigner_hard,0,0
341,366,14_knapPI_3_50_1000000_1_new,0.400816327,0.746938776,0.006277135,0.98744573,0.281079656,0.460150122,0.303981305,0.268799516,0.518758958,0.88,0.02,0.000228491,0.08,0,0.08,0.000982066,0,0.079005773,0.07902164,0.11037711,0.02166941,0.2,0.818408296,0.133333333,0.933333333,0.325768587,0.348462826,0.954600797,0.499715246,0.450050474,0.295787076,0.249849782,0.166666667,0.004586703,0.666666667,0,0.666666667,0.005079025,0.283554544,0.911262682,0.911987854,0.920052687,0.5,0.035675236,3.49E-06,0.000194199,0.000188521,Pisinger_large_coff,0,0
342,368,14_knapPI_4_100_10000000_1_new,0.463636364,0.674949495,0.000120198,0.999759604,0.115094209,0.050215637,0.305036258,0.357851699,0.14252738,0.98,0.01,1.77E-05,0.01,0,0.01,0.097661625,0,0.013246677,0.022193404,0.041901893,0,0.1,0.332662627,0,0,0.027134181,0.945731638,1,0.052002184,0.03918489,0.046889541,0.001551538,0.5,0.008456098,0.5,0,0.5,0.916482533,0.900823456,1,1,1,0,0.003963864,1.55E-06,0.000186337,0.000185686,Pisinger_large_coff,0,0
343,370,14_knapPI_4_200_1000_1_new,0.493768844,0.703115578,0.005874164,0.988251671,0.01539158,0.409649085,0.260731086,0.305378728,0.131926019,0.9,0.005,0.000217716,0.035,0,0.035,0.093806922,0,0.000236901,0.034931248,0.043786458,0.008374643,0.05,0.466524583,0.215789474,0.557894737,0.179875575,0.64024885,0.659155279,0.417599374,0.176905754,0.199758174,0.04049749,0.05,0.002577519,0.3,0.1,0.2,0.433333333,0.173646578,0.434485682,0.471075592,0.558656551,0.102416382,0.26919717,0.000123522,0.000195121,0.000200421,Pisigner_hard,0,0
344,371,14_knapPI_4_500_1000000_1_new,0.466901804,0.687767535,0.000225516,0.999548968,0.098047423,0.573272911,0.282882602,0.329851399,0.130893122,0.97,0.002,0.000163642,0.002,0,0.002,0.092056371,0,0.009613297,0.009938198,0.010029901,0,0.02,0.999074251,0.352380952,0.571428571,0.036546784,0.926906432,0.427398664,0.582799666,0.10940691,0.162541804,0.033881289,0.066666667,0.002558668,0.066666667,0,0.066666667,0.576417591,0.276831167,0.182669618,0.241865643,0.476582308,0,0.975017581,3.92E-06,0.000190858,0.000197548,Pisinger_large_coff,0,0
345,372,14_knapPI_4_50_10000_1_new,0.51755102,0.708571429,0.028639369,0.942721263,-0.032202536,0.29986071,0.303601596,0.365504488,0.145457892,0.86,0.02,0.000215684,0.12,0,0.12,0.108118219,0,0.001037003,0.003110387,0.031896663,0.039583424,0.2,0.927557758,0.285714286,0.666666667,0.397389107,0.205221786,0.663074323,0.359461967,0.190936816,0.195507803,0.035861212,0.142857143,0.00270888,0.571428571,0.285714286,0.285714286,0.389824798,0.332591218,0.439667558,0.531371937,0.657147889,0.397583618,0.043792394,1.68E-06,0.000189447,0.000185934,Pisigner_hard,0,0
346,373,14_knapPI_5_1000_10000000_1_new,0.49645045,0.792572573,0.000215682,0.999568636,0.010159756,0.057035639,0.336483647,0.288387001,0.801585859,0.994,0.001,3.72E-06,0.016,0,0.016,0.000275566,0,0.000103221,0.004024891,0.004053436,0.003913449,0.01,0.963014539,0,0.466666667,0.657507364,0.315014728,0.997555687,0.063779779,0.340553036,0.348443941,0.012196276,0.166666667,0.003948497,0.833333333,0.333333333,0.5,0.11742543,0.135269825,0.995117348,0.997018116,0.999091877,0.5,0.001533283,8.65E-05,0.000272838,0.000235059,Pisinger_large_coff,0,0
347,374,14_knapPI_5_100_1000_1_new,0.490505051,0.775151515,0.015999262,0.968001476,0.033337677,0.177808269,0.319767321,0.284482356,0.275189688,0.93,0.01,0.000139652,0.14,0,0.14,0.003012048,0,0.001111401,0.001533672,0.031268161,0.049847926,0.1,0.290053933,0.047619048,0.666666667,0.131051753,0.737896494,0.980368726,0.18454343,0.373973561,0.326706001,0.207830054,0.142857143,0.002611211,0.428571429,0,0.428571429,0.010600707,0.148674242,0.961122839,0.961130171,0.961577117,0.187167042,0.152958897,3.33E-06,0.000190614,0.000188338,Pisigner_hard,0,0
348,375,14_knapPI_5_2000_1000_1_new,0.497830915,0.789514257,0.000875466,0.998249068,0.008591994,0.073907441,0.337444752,0.289175165,0.52769766,0.9895,0.0005,8.42E-06,0.028,0,0.028,0.001,0,7.38E-05,0.000903617,0.002656015,0.00802292,0.005,0.019092867,0.047619048,0.566666667,0.660569106,0.321138211,0.992687189,0.076549476,0.311684566,0.30856163,0.023705757,0.047619048,0.002864053,0.80952381,0.428571429,0.380952381,0.069767442,0.127939793,0.985427855,0.98954254,0.989862742,0.677807684,0.019092867,4.29E-05,0.000281351,0.000220509,Pisigner_hard,0,0
349,376,14_knapPI_5_200_1000000_1_new,0.539296482,0.802964824,0.001697232,0.996605537,-0.12172013,0.17509392,0.338310676,0.291542545,0.606213621,0.96,0.005,2.92E-05,0.055,0,0.055,0.000844668,0,0.01481579,0.015021863,0.020692911,0.01383085,0.05,0.992087172,0.214285714,0.571428571,0.476653103,0.046693795,0.944516818,0.244920091,0.310281108,0.288461081,0.204414338,0.125,0.002908974,0.625,0.25,0.375,0.020428202,0.12903638,0.89211202,0.905018001,0.956253371,0.312832958,0.06388489,1.27E-05,0.000193964,0.000198983,Pisinger_large_coff,0,0
350,377,14_knapPI_5_500_10000_1_new,0.507302605,0.796432866,0.004092675,0.991814651,-0.015102498,0.128760678,0.350290645,0.300247399,0.830129017,0.966,0.002,3.49E-05,0.062,0,0.062,0.000100291,0,0.000228085,0.000422679,0.002968392,0.019246392,0.02,0.591857482,0.073529412,0.463235294,0.393246278,0.213507444,0.948901662,0.133666658,0.202464092,0.215486384,0.01713283,0.058823529,0.002586045,0.588235294,0.235294118,0.352941176,0.308510638,0.215278434,0.900414364,0.91691617,0.917204809,0.371118942,0.591857482,8.89E-06,0.000194793,0.000198592,Pisigner_hard,0,0
351,378,14_knapPI_5_50_100000_1_new,0.51755102,0.763265306,0.032978471,0.934043057,-0.041291523,0.127373935,0.339205503,0.304588342,0.345747932,0.96,0.02,0.000102951,0.2,0,0.2,0.010523538,0,0.00170499,0.016142617,0.027804617,0.08727021,0.2,0.98170085,1,1,0.565145972,0.130291944,-1,0.163012146,0.038516473,0.008214403,0.009351352,0.5,0.004203714,1,0.5,0.5,0.917852029,0.981916175,1,1,1,0.5,0.012863813,2.15E-06,0.000197985,0.000189439,Pisinger_large_coff,0,0
352,379,14_knapPI_6_1000_1000_1_new,0.506372372,0.744126126,0.001498119,0.997003763,-0.014925797,0.01628712,0.324959489,0.325691232,0.563443953,0.997,0.001,2.59E-06,0.039,0,0.039,0.001002004,0,0.000222779,0.002258485,0.002867482,0.011241819,0.01,0.006365986,0,0.666666667,0.57480315,0.149606299,0.999917233,0.018181818,0.163959897,0.159189535,0.000995022,0.333333333,0.004437652,1,0.333333333,0.666666667,0.618181818,0.625279642,0.999834472,1,1,0.75,0.001591546,8.64E-05,0.000220567,0.000195633,Pisigner_hard,0,0
353,380,14_knapPI_6_100_100000_1_new,0.512525253,0.72989899,0.013690351,0.972619299,-0.046379583,0.316977826,0.322512983,0.329982487,0.351900232,0.89,0.01,0.000201798,0.11,0,0.11,0.009578621,0,0.002151066,0.022137809,0.023425366,0.03479717,0.1,0.939264388,0.218181818,0.527272727,0.130723403,0.738553193,0.797110233,0.360566247,0.192263262,0.222868445,0.037169879,0.090909091,0.002609091,0.272727273,0,0.272727273,0.350966354,0.136191821,0.635384724,0.688003269,0.848489632,0.035223287,0.189832941,0.00680296,0.00127639,0.00112462,Pisinger_large_coff,1,0
354,384,14_knapPI_6_50_1000_1_new,0.472653061,0.737142857,0.025470947,0.949058106,0.051224531,0.100290324,0.264686271,0.281655849,0.130382041,0.96,0.02,0.000102255,0.12,0,0.12,0.080160321,0,0.002623953,0.004887056,0.034030195,0.039583424,0.2,0.225605263,0,1,0.578014184,0.156028369,1,0.237179487,0.095065352,0.08473991,0.002128305,0.5,0.031233347,1,0.5,0.5,0.807692308,0.827014218,1,1,1,0.5,0.007851246,3.26E-05,0.000194518,0.000202422,Pisigner_hard,0,0
355,385,14_knapPI_9_1000_1000000_1_new,0.500334334,0.500524525,6.87E-07,0.999998625,0.001868703,0.000687599,0.000183001,0.334469974,0.073484848,0.999,0.001,1.75E-06,0.001,0,0.001,0.999003336,0,3.49E-06,0.002993638,0.003120908,0,0.01,0.999074251,0,0,0.000687599,0.998624802,0,0.000687599,0,0,0,0,0.999999968,1,0,1,1,1,0,0,0,0,0,0.000219294,0.00021197,0.000202927,Pisinger_large_coff,1,0
356,386,14_knapPI_9_100_1000_1_new,0.474949495,0.476161616,7.68E-05,0.999846468,0.092310396,0.007677006,0.000200785,0.327231812,0.071585629,0.98,0.01,1.95E-05,0.01,0,0.01,0.999010979,0,0.008521209,0.014173559,0.016448538,0,0.1,0.917570555,0,0,0.003839098,0.992321804,1,0.007677006,0.000139516,0.000452193,6.25E-05,0.5,0.028145163,0.5,0,0.5,0.999690121,0.998995984,1,1,1,0,0.154604576,7.19E-06,0.000188857,0.000195961,Pisigner_hard,0,0
357,387,14_knapPI_9_2000_1000_1_new,0.498937969,0.498937969,3.84E-06,0.999992324,0.018533385,0.00767762,0.000187213,0.337800851,0.074366362,0.99,0.001,1.95E-05,0.0005,0,0.0005,0.999010979,0,0.000343486,0.000361531,0.000387709,0,0.001,0.917570555,0.447368421,0.573684211,0.000383819,0.999232362,-0.027853011,0.00767762,0.000163251,0.001332768,0.000269457,0.1,0.002656397,0.05,0,0.05,0.999130826,0.993,0.00077579,0.092282846,0.092352646,0,0.917570555,4.29E-05,0.000210484,0.000205311,Pisigner_hard,0,0
358,388,14_knapPI_9_200_100000_1_new,0.500201005,0.50040201,3.44E-05,0.999931268,-0.013518981,0.006870549,0.000180386,0.356714537,0.079470385,0.99,0.005,1.75E-05,0.005,0,0.005,0.999020873,0,0.000182763,0.007402955,0.007498209,0,0.05,0.999074251,0,0,0.003436342,0.993127316,1,0.006870549,0.000279741,0.002649516,0.000473959,0.5,0.003334217,0.5,0,0.5,0.999378765,0.994131491,1,1,1,0,0.070122026,3.32E-06,0.000187822,0.000194773,Pisinger_large_coff,0,0
359,389,14_knapPI_9_500_1000_1_new,0.494188377,0.494188377,1.54E-05,0.999969295,0.030317888,0.007677006,0.000187604,0.326436422,0.071382089,0.982,0.004,1.96E-05,0.002,0,0.002,0.999010979,0,0.000919174,0.001003237,0.003233123,0,0.004,0.917570555,0.388888889,0.5,0.000853002,0.998293997,0.172544767,0.007677006,0.000140523,0.001424455,0.0002814,0.222222222,0.003186991,0.111111111,0,0.111111111,0.999300546,0.993975904,0.029771696,0.044416959,0.348177884,0,0.917570555,0.000876663,0.000195427,0.000193553,Pisigner_hard,1,0
360,390,14_knapPI_9_50_1000000_1_new,0.471020408,0.471020408,1.37E-05,0.999972507,0.058014069,0.00068738,0.000176009,0.340725927,0.07514085,0.98,0.02,1.75E-06,0.02,0,0.02,0.999045933,0,0.003365632,0.022403744,0.026546178,0,0.2,0.975941959,0,0,0.00068738,0.998625239,0,0.00068738,0,0,0,0,0.999999968,1,0,1,1,1,1,0,0,0,0,1.22E-06,0.000192192,0.000187081,Pisinger_large_coff,0,0
361,392,15_knapPI_11_100_1000_1_new,0.50040404,0.751717172,0.013677654,0.972644692,0.007662782,0.171356421,0.31932412,0.334006162,0.141060579,0.94,0.01,0.000137983,0.08,0,0.08,0.089880952,0,5.87E-05,0.004817384,0.012735153,0.02166941,0.1,0.242237883,0.4,0.733333333,0.543288324,0.086576648,0.888103362,0.238095238,0.246311413,0.245746678,0.029454913,0.166666667,0.004026,0.833333333,0.333333333,0.5,0.449404762,0.3,0.788727582,0.820098178,0.846178088,0.5,0.029936492,0.015352,0.000201661,0.000200377,Pisinger_small_coff,1,0
362,393,15_knapPI_11_2000_1000_1_new,0.540410705,0.763102051,0.000680151,0.998639698,0.011286307,0.867549669,0.309654358,0.321916833,0.143393319,0.9215,0.004,0.000199858,0.004,0,0.004,0.089880952,0,0.000127381,0.002549447,0.002704825,0,0.04,0.369164431,0.548913931,0.700718602,0.047651518,0.904696964,0.15038958,0.867549669,0.034036,0.256179002,0.054042665,0.050955414,0.002580641,0.050955414,0.044585987,0.006369427,0.898809524,0.143939394,0.022617026,0.021768686,0,0,0.048960414,0,0.00031764,0.000313516,Pisinger_small_coff,1,0
363,396,15_knapPI_12_1000_1000_1_new,0.535459459,0.762682683,0.0013951,0.997209799,0.031595406,0.041721854,0.313592448,0.314272492,0.140774986,0.993,0.006,1.07E-05,0.009,0,0.009,0.089880952,0,0.00099827,0.001397704,0.001684326,0.000960691,0.06,0.0222726,0,0.285714286,0.709497207,0.418994413,1,0.041721854,0.026645267,0.026302798,6.37E-05,0.857142857,0.079793597,0.857142857,0.571428571,0.285714286,0.898809524,0.9,1,1,1,0,0.002621361,0,0.000539147,0.000267869,Pisinger_small_coff,1,0
364,397,15_knapPI_12_200_1000_1_new,0.521457286,0.757889447,0.006756343,0.986487313,0.018351876,0.185430464,0.30661954,0.310314542,0.13447224,0.95,0.01,8.80E-05,0.04,0,0.04,0.089880952,0,0.000336791,0.00266585,0.01081317,0.011973753,0.1,0.173802738,0.333333333,0.555555556,0.288829787,0.422340426,0.843736223,0.185430464,0.198560785,0.225593787,0.029002359,0.2,0.002884342,0.4,0.1,0.3,0.5,0.36,0.711890814,0.735448558,0.662022863,0.204832765,0.020963424,3.28962,0.000488881,0.00020495,Pisinger_small_coff,1,0
365,398,15_knapPI_12_20_1000_1_new,0.463157895,0.773684211,0.071006955,0.857986091,0.068608549,0.157468727,0.352794317,0.387138093,0.12236311,0.9,0.05,0.000180207,0.25,0,0.25,0.111111111,0,0.004707133,0.01095942,0.037517153,0.067193095,0.5,0.26919717,0,0,0.334196891,0.331606218,1,0.177152318,0.429048826,0.447950469,0.009595121,0.5,0.016024454,1,0,1,0.278145695,0.25,1,1,1,0,0.001314122,4.66E-05,0.000197266,0.000187054,Pisinger_small_coff,0,0
